REFERENCE_PERIOD,NAICS,STATUS,CALCULATED_VALUE
2021-02-01,Chemical manufacturing,,4991000000.0
2021-02-01,Plastics and rubber products manufacturing,,2727000000.0
2021-02-01,Durable goods,,25916000000.0
2021-02-01,Wood product manufacturing,,2953000000.0
2021-02-01,Non-metallic mineral product manufacturing,,1319000000.0
2021-02-01,Primary metal manufacturing,,3873000000.0
2021-02-01,Fabricated metal product manufacturing,,2975000000.0
2021-02-01,Machinery manufacturing,,2966000000.0
2021-02-01,Computer and electronic product manufacturing,,1298000000.0
2021-02-01,"Electrical equipment, appliance and component manufacturing",,778000000.0
2021-02-01,Transportation equipment manufacturing,,7696000000.0
2021-02-01,Motor vehicle manufacturing,,3313000000.0
2021-02-01,Motor vehicle body and trailer manufacturing,,286000000.0
2021-02-01,Motor vehicle parts manufacturing,,2261000000.0
2021-02-01,Aerospace product and parts manufacturing,,1129000000.0
2021-02-01,Railroad rolling stock manufacturing,,191000000.0
2021-02-01,Ship and boat building,,255000000.0
2021-02-01,Other transportation equipment manufacturing,,259000000.0
2021-02-01,Furniture and related product manufacturing,,862000000.0
2021-02-01,Miscellaneous manufacturing,,1195000000.0
2021-03-01,"Total, durable and non-durable goods",,53805000000.0
2021-03-01,Non-durable goods,,27020000000.0
2021-03-01,Food manufacturing,,9072000000.0
2021-03-01,Beverage and tobacco product manufacturing,,1261000000.0
2021-03-01,Textile mills,,131000000.0
2021-03-01,Textile product mills,,122000000.0
2021-03-01,Apparel manufacturing,,186000000.0
2021-03-01,Leather and allied product manufacturing,,28000000.0
2021-03-01,Paper manufacturing,,2297000000.0
2021-03-01,Printing and related support activities,,576000000.0
2021-03-01,Petroleum and coal products manufacturing,,5501000000.0
2021-03-01,Chemical manufacturing,,4982000000.0
2021-03-01,Plastics and rubber products manufacturing,,2864000000.0
2021-03-01,Durable goods,,26785000000.0
2021-03-01,Wood product manufacturing,,2936000000.0
2021-03-01,Non-metallic mineral product manufacturing,,1467000000.0
2021-03-01,Primary metal manufacturing,,3842000000.0
2021-03-01,Fabricated metal product manufacturing,,3026000000.0
2021-03-01,Machinery manufacturing,,3169000000.0
2021-03-01,Computer and electronic product manufacturing,,1404000000.0
2021-03-01,"Electrical equipment, appliance and component manufacturing",,798000000.0
2021-03-01,Transportation equipment manufacturing,,8035000000.0
2021-03-01,Motor vehicle manufacturing,,3363000000.0
2021-03-01,Motor vehicle body and trailer manufacturing,,292000000.0
2021-03-01,Motor vehicle parts manufacturing,,2374000000.0
2021-03-01,Aerospace product and parts manufacturing,,1303000000.0
2021-03-01,Railroad rolling stock manufacturing,,165000000.0
2021-03-01,Ship and boat building,,301000000.0
2021-03-01,Other transportation equipment manufacturing,,237000000.0
2021-03-01,Furniture and related product manufacturing,,931000000.0
2021-03-01,Miscellaneous manufacturing,,1178000000.0
2021-04-01,"Total, durable and non-durable goods",,51456000000.0
2021-04-01,Non-durable goods,,26568000000.0
2021-04-01,Food manufacturing,,8974000000.0
2021-04-01,Beverage and tobacco product manufacturing,,1266000000.0
2021-04-01,Textile mills,,133000000.0
2021-04-01,Textile product mills,,118000000.0
2021-04-01,Apparel manufacturing,,178000000.0
2021-04-01,Leather and allied product manufacturing,,20000000.0
2021-04-01,Paper manufacturing,,2309000000.0
2021-04-01,Printing and related support activities,,558000000.0
2021-04-01,Petroleum and coal products manufacturing,,5048000000.0
2021-04-01,Chemical manufacturing,,5270000000.0
2021-04-01,Plastics and rubber products manufacturing,,2695000000.0
2021-04-01,Durable goods,,24888000000.0
2021-04-01,Wood product manufacturing,,2840000000.0
2021-04-01,Non-metallic mineral product manufacturing,,1352000000.0
2021-04-01,Primary metal manufacturing,,3682000000.0
2021-04-01,Fabricated metal product manufacturing,,2990000000.0
2021-04-01,Machinery manufacturing,,3238000000.0
2021-04-01,Computer and electronic product manufacturing,,1275000000.0
2021-04-01,"Electrical equipment, appliance and component manufacturing",,776000000.0
2021-04-01,Transportation equipment manufacturing,,6601000000.0
2021-04-01,Motor vehicle manufacturing,,2305000000.0
2021-04-01,Motor vehicle body and trailer manufacturing,,307000000.0
2021-04-01,Motor vehicle parts manufacturing,,2049000000.0
2021-04-01,Aerospace product and parts manufacturing,,1285000000.0
2021-04-01,Railroad rolling stock manufacturing,,193000000.0
2021-04-01,Ship and boat building,,187000000.0
2021-04-01,Other transportation equipment manufacturing,,276000000.0
2021-04-01,Furniture and related product manufacturing,,916000000.0
2021-04-01,Miscellaneous manufacturing,,1218000000.0
2021-05-01,"Total, durable and non-durable goods",,50873000000.0
2021-05-01,Non-durable goods,,26151000000.0
2021-05-01,Food manufacturing,,9150000000.0
2021-05-01,Beverage and tobacco product manufacturing,,1269000000.0
2021-05-01,Textile mills,,128000000.0
2021-05-01,Textile product mills,,120000000.0
2021-05-01,Apparel manufacturing,,166000000.0
2021-05-01,Leather and allied product manufacturing,,21000000.0
2021-05-01,Paper manufacturing,,2312000000.0
2021-05-01,Printing and related support activities,,569000000.0
2021-05-01,Petroleum and coal products manufacturing,,4794000000.0
2021-05-01,Chemical manufacturing,,4884000000.0
2021-05-01,Plastics and rubber products manufacturing,,2738000000.0
2021-05-01,Durable goods,,24722000000.0
2021-05-01,Wood product manufacturing,,2545000000.0
2021-05-01,Non-metallic mineral product manufacturing,,1328000000.0
2021-05-01,Primary metal manufacturing,,3756000000.0
2021-05-01,Fabricated metal product manufacturing,,2918000000.0
2021-05-01,Machinery manufacturing,,3088000000.0
2021-05-01,Computer and electronic product manufacturing,,1291000000.0
2021-05-01,"Electrical equipment, appliance and component manufacturing",,797000000.0
2021-05-01,Transportation equipment manufacturing,,6854000000.0
2021-05-01,Motor vehicle manufacturing,,2481000000.0
2021-05-01,Motor vehicle body and trailer manufacturing,,290000000.0
2021-05-01,Motor vehicle parts manufacturing,,2116000000.0
2021-05-01,Aerospace product and parts manufacturing,,1293000000.0
2021-05-01,Railroad rolling stock manufacturing,,191000000.0
2021-05-01,Ship and boat building,,223000000.0
2021-05-01,Other transportation equipment manufacturing,,260000000.0
2021-05-01,Furniture and related product manufacturing,,921000000.0
2021-05-01,Miscellaneous manufacturing,,1225000000.0
2021-06-01,"Total, durable and non-durable goods",,52199000000.0
2021-06-01,Non-durable goods,,26437000000.0
2021-06-01,Food manufacturing,,9193000000.0
2021-06-01,Beverage and tobacco product manufacturing,,1242000000.0
2021-06-01,Textile mills,,141000000.0
2021-06-01,Textile product mills,,120000000.0
2021-06-01,Apparel manufacturing,,196000000.0
2021-06-01,Leather and allied product manufacturing,,23000000.0
2021-06-01,Paper manufacturing,,2290000000.0
2021-06-01,Printing and related support activities,,573000000.0
2021-06-01,Petroleum and coal products manufacturing,,5343000000.0
2021-06-01,Chemical manufacturing,,4520000000.0
2021-06-01,Plastics and rubber products manufacturing,,2796000000.0
2021-06-01,Durable goods,,25762000000.0
2021-06-01,Wood product manufacturing,,2699000000.0
2021-06-01,Non-metallic mineral product manufacturing,,1326000000.0
2021-06-01,Primary metal manufacturing,,3620000000.0
2021-06-01,Fabricated metal product manufacturing,,2920000000.0
2021-06-01,Machinery manufacturing,,3255000000.0
2021-06-01,Computer and electronic product manufacturing,,1324000000.0
2021-06-01,"Electrical equipment, appliance and component manufacturing",,771000000.0
2021-06-01,Transportation equipment manufacturing,,7658000000.0
2021-06-01,Motor vehicle manufacturing,,3017000000.0
2021-06-01,Motor vehicle body and trailer manufacturing,,293000000.0
2021-06-01,Motor vehicle parts manufacturing,,2236000000.0
2021-06-01,Aerospace product and parts manufacturing,,1489000000.0
2021-06-01,Railroad rolling stock manufacturing,,169000000.0
2021-06-01,Ship and boat building,,203000000.0
2021-06-01,Other transportation equipment manufacturing,,251000000.0
2021-06-01,Furniture and related product manufacturing,,944000000.0
2021-06-01,Miscellaneous manufacturing,,1246000000.0
2021-07-01,"Total, durable and non-durable goods",,51608000000.0
2021-07-01,Non-durable goods,,26416000000.0
2021-07-01,Food manufacturing,,9164000000.0
2021-07-01,Beverage and tobacco product manufacturing,,1230000000.0
2021-07-01,Textile mills,,126000000.0
2021-07-01,Textile product mills,,124000000.0
2021-07-01,Apparel manufacturing,,202000000.0
2021-07-01,Leather and allied product manufacturing,,21000000.0
2021-07-01,Paper manufacturing,,2244000000.0
2021-07-01,Printing and related support activities,,564000000.0
2021-07-01,Petroleum and coal products manufacturing,,5310000000.0
2021-07-01,Chemical manufacturing,,4685000000.0
2021-07-01,Plastics and rubber products manufacturing,,2747000000.0
2021-07-01,Durable goods,,25191000000.0
2021-07-01,Wood product manufacturing,,2577000000.0
2021-07-01,Non-metallic mineral product manufacturing,,1258000000.0
2021-07-01,Primary metal manufacturing,,3586000000.0
2021-07-01,Fabricated metal product manufacturing,,2817000000.0
2021-07-01,Machinery manufacturing,,3175000000.0
2021-07-01,Computer and electronic product manufacturing,,1275000000.0
2021-07-01,"Electrical equipment, appliance and component manufacturing",,727000000.0
2021-07-01,Transportation equipment manufacturing,,7692000000.0
2021-07-01,Motor vehicle manufacturing,,3223000000.0
2021-07-01,Motor vehicle body and trailer manufacturing,,260000000.0
2021-07-01,Motor vehicle parts manufacturing,,2323000000.0
2021-07-01,Aerospace product and parts manufacturing,,1243000000.0
2021-07-01,Railroad rolling stock manufacturing,,196000000.0
2021-07-01,Ship and boat building,,226000000.0
2021-07-01,Other transportation equipment manufacturing,,221000000.0
2021-07-01,Furniture and related product manufacturing,,928000000.0
2021-07-01,Miscellaneous manufacturing,,1155000000.0
2021-08-01,"Total, durable and non-durable goods",,52476000000.0
2021-08-01,Non-durable goods,,26972000000.0
2021-08-01,Food manufacturing,,9141000000.0
2021-08-01,Beverage and tobacco product manufacturing,,1279000000.0
2021-08-01,Textile mills,,130000000.0
2021-08-01,Textile product mills,,123000000.0
2021-08-01,Apparel manufacturing,,210000000.0
2021-08-01,Leather and allied product manufacturing,,23000000.0
2021-08-01,Paper manufacturing,,2243000000.0
2021-08-01,Printing and related support activities,,564000000.0
2021-08-01,Petroleum and coal products manufacturing,,5520000000.0
2021-08-01,Chemical manufacturing,,4957000000.0
2021-08-01,Plastics and rubber products manufacturing,,2782000000.0
2021-08-01,Durable goods,,25505000000.0
2021-08-01,Wood product manufacturing,,2765000000.0
2021-08-01,Non-metallic mineral product manufacturing,,1270000000.0
2021-08-01,Primary metal manufacturing,,3610000000.0
2021-08-01,Fabricated metal product manufacturing,,2839000000.0
2021-08-01,Machinery manufacturing,,3213000000.0
2021-08-01,Computer and electronic product manufacturing,,1311000000.0
2021-08-01,"Electrical equipment, appliance and component manufacturing",,749000000.0
2021-08-01,Transportation equipment manufacturing,,7582000000.0
2021-08-01,Motor vehicle manufacturing,,3065000000.0
2021-08-01,Motor vehicle body and trailer manufacturing,,267000000.0
2021-08-01,Motor vehicle parts manufacturing,,2129000000.0
2021-08-01,Aerospace product and parts manufacturing,,1501000000.0
2021-08-01,Railroad rolling stock manufacturing,,199000000.0
2021-08-01,Ship and boat building,,228000000.0
2021-08-01,Other transportation equipment manufacturing,,192000000.0
2021-08-01,Furniture and related product manufacturing,,977000000.0
2021-08-01,Miscellaneous manufacturing,,1189000000.0
2021-09-01,"Total, durable and non-durable goods",,50573000000.0
2021-09-01,Non-durable goods,,26784000000.0
2021-09-01,Food manufacturing,,9228000000.0
2021-09-01,Beverage and tobacco product manufacturing,,1296000000.0
2021-09-01,Textile mills,,125000000.0
2021-09-01,Textile product mills,,124000000.0
2021-09-01,Apparel manufacturing,,214000000.0
2021-09-01,Leather and allied product manufacturing,,26000000.0
2021-09-01,Paper manufacturing,,2290000000.0
2021-09-01,Printing and related support activities,,580000000.0
2021-09-01,Petroleum and coal products manufacturing,,5450000000.0
2021-09-01,Chemical manufacturing,,4784000000.0
2021-09-01,Plastics and rubber products manufacturing,,2667000000.0
2021-09-01,Durable goods,,23789000000.0
2021-09-01,Wood product manufacturing,,2889000000.0
2021-09-01,Non-metallic mineral product manufacturing,,1251000000.0
2021-09-01,Primary metal manufacturing,,3366000000.0
2021-09-01,Fabricated metal product manufacturing,,2808000000.0
2021-09-01,Machinery manufacturing,,3177000000.0
2021-09-01,Computer and electronic product manufacturing,,1296000000.0
2021-09-01,"Electrical equipment, appliance and component manufacturing",,764000000.0
2021-09-01,Transportation equipment manufacturing,,6063000000.0
2021-09-01,Motor vehicle manufacturing,,2023000000.0
2021-09-01,Motor vehicle body and trailer manufacturing,,290000000.0
2021-09-01,Motor vehicle parts manufacturing,,1821000000.0
2021-09-01,Aerospace product and parts manufacturing,,1351000000.0
2021-09-01,Railroad rolling stock manufacturing,,153000000.0
2021-09-01,Ship and boat building,,237000000.0
2021-09-01,Other transportation equipment manufacturing,,188000000.0
2021-09-01,Furniture and related product manufacturing,,991000000.0
2021-09-01,Miscellaneous manufacturing,,1183000000.0
2021-10-01,"Total, durable and non-durable goods",,52351000000.0
2021-10-01,Non-durable goods,,26721000000.0
2021-10-01,Food manufacturing,,9218000000.0
2021-10-01,Beverage and tobacco product manufacturing,,1377000000.0
2021-10-01,Textile mills,,131000000.0
2021-10-01,Textile product mills,,120000000.0
2021-10-01,Apparel manufacturing,,202000000.0
2021-10-01,Leather and allied product manufacturing,,24000000.0
2021-10-01,Paper manufacturing,,2289000000.0
2021-10-01,Printing and related support activities,,581000000.0
2021-10-01,Petroleum and coal products manufacturing,,5272000000.0
2021-10-01,Chemical manufacturing,,4728000000.0
2021-10-01,Plastics and rubber products manufacturing,,2777000000.0
2021-10-01,Durable goods,,25630000000.0
2021-10-01,Wood product manufacturing,,2893000000.0
2021-10-01,Non-metallic mineral product manufacturing,,1299000000.0
2021-10-01,Primary metal manufacturing,,3415000000.0
2021-10-01,Fabricated metal product manufacturing,,2835000000.0
2021-10-01,Machinery manufacturing,,3237000000.0
